レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
620733601,3229401A1142,Ｌ－アスパラギン酸カリウム点滴１０ｍＥｑ日新１７．１２％１０ｍＬ
620733701,3229401A1134,Ｌ－アスパラギン酸Ｋ点滴静注液１０タイヨー　１７．１２％１０ｍＬ
620734228,3231001X1205,ブドウ糖「日医工」
620735116,3231401A1019,光糖液５％　２０ｍＬ
620735118,3231401A1019,ブドウ糖注射液５％「マイラン」　２０ｍＬ
620735119,3231401A1019,ブドウ糖注５％「ＣＭＸ」　２０ｍＬ
620735121,3231401A1019,糖液注５％「ＡＦＰ」　２０ｍＬ
620735907,3231401A4018,ブドウ糖注射液５％「マイラン」　２５０ｍＬ
620736117,3231401A6010,ブドウ糖注射液５％「マイラン」　５００ｍＬ
620737702,3231401Q3010,ブドウ糖注５％「ＮＰ」　２５０ｍＬ
620737702,3231401J6010,ブドウ糖注５％「ＮＰ」　２５０ｍＬ
620738002,3231401Q3010,ブドウ糖注５％「ＮＰ」　５００ｍＬ
620738010,3231401Q3010,ブドウ糖注射液「ＡＹ」５％　５００ｍＬ
620740001,3233400A4085,マルトース輸液１０％「フソー」　５００ｍＬ
620740601,3233400A7041,マルトース輸液１０％「フソー」　２００ｍＬ
620740905,3234400A3019,キシリトール注射液５％「ファイザー」　５００ｍＬ
620741309,3234400A8010,キシリトール注２０％「ＮＰ」　２０ｍＬ
620741320,3234400A8010,キシリトール注射液２０％「ファイザー」　２０ｍＬ
620745601,3239515X1036,リハビックス－Ｋ１号輸液　５００ｍＬ
620745701,3239516X1030,リハビックス－Ｋ２号輸液　５００ｍＬ
620747701,3253001D1036,アミユー配合顆粒　２．５ｇ
620747801,3253002D1030,ＥＳポリタミン配合顆粒
620754201,3253415A1034,ネオアミユー輸液　２００ｍＬ
620754301,3259103B1036,エレンタール配合内用剤
620754601,3259107A1039,エレンタールＰ乳幼児用配合内用剤
620754701,3259108B1039,アミノレバンＥＮ配合散
620755001,3259111A1035,ヘパンＥＤ配合内用剤
620755201,3259113S1030,ツインライン配合経腸用液　（混合調製後の内用液として）
620755501,3259116S1033,ラコール配合経腸用液
620760901,3262400A1207,アスルダム配合注１ｍＬ
620761001,3262400A1185,アセラート注射液１ｍＬ
620761101,3262400A1193,エフエーミック注１ｍＬ
620762101,3262400A2190,アスルダム配合注２ｍＬ
620762201,3262400A2173,アセラート注射液２ｍＬ
620762301,3262400A2181,エフエーミック注２ｍＬ
620763102,3272001X1054,マルツエキス（高田）
620765806,3311400A1017,塩化ナトリウム注１０％「ＨＫ」　２０ｍＬ
620765904,3311401A1011,生理食塩液「ＮＰ」　５ｍＬ
620766006,3311401A2018,生理食塩液「ＮＰ」　２０ｍＬ
620766024,3311401A2018,生理食塩液「ヒカリ」　２０ｍＬ
620766032,3311401A2018,生理食塩液「マイラン」　２０ｍＬ
620766034,3311401A2018,生食注２０ｍＬ「Ｈｐ」
620766035,3311401A2018,生食注２０ｍＬ「ＴＸ」
620766727,3311401A3014,生理食塩液「マイラン」　１００ｍＬ
620766728,3311401A3014,生食液１００ｍＬ「ＣＨＭ」
620766904,3311401A5017,生理食塩液「マイラン」　２５０ｍＬ
620767118,3311401A7010,生理食塩液「マイラン」　５００ｍＬ
620767302,3311401A9012,生理食塩液「ＮＰ」　５００ｍＬ
620767310,3311401A9012,生理食塩液「ＡＹ」　５００ｍＬ
620767506,3311401H2016,エポプロステノール静注ＡＣＴ専用溶解用液（生理食塩液）　５０ｍＬ
620767704,3311401H4019,生食液バッグ１００ｍＬ「ＣＭＸ」
620767902,3311401H6011,生理食塩液「ＮＰ」　２５０ｍＬ
620768401,3311402G5049,生食注キット「フソー」　１００ｍＬ
620769401,3319400A2046,サリンヘス輸液６％　５００ｍＬ
620791601,3319547A4035,ヘスパンダー輸液　５００ｍＬ
620792302,3319550A3073,アクチット輸液　５００ｍＬ
620793902,3319551A2063,ヴィーンＤ輸液　５００ｍＬ
620794204,3319551A4104,リナセートＤ輸液　５００ｍＬ
620795601,3319554A4043,サヴィオゾール輸液　５００ｍＬ
620796302,3319557A1048,ヴィーンＦ輸液　５００ｍＬ
620797201,3319559A1039,フィジオ７０輸液　２５０ｍＬ
620797301,3319559A2035,フィジオ７０輸液　５００ｍＬ
620797401,3319560A1040,フィジオ３５輸液　２５０ｍＬ
620797501,3319560A2038,フィジオ３５輸液　５００ｍＬ
620798302,3321002F1114,カルバゾクロムスルホン酸ナトリウム錠１０ｍｇ「日医工」
620798509,3321002F2447,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「トーワ」
620798514,3321002F2439,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ツルハラ」
620798520,3321002F2412,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ＹＤ」
620798523,3321002F2404,カルバゾクロムスルホン酸ナトリウム錠３０ｍｇ「日医工」
620799702,3321401A1107,カルバゾクロムスルホン酸Ｎａ注射１０ｍｇ日医工　０．５％２ｍＬ
620800102,3321401A2170,カルバゾクロムスルホン酸Ｎａ静注２５ｍｇ日医工　０．５％５ｍＬ
620800401,3321401A2189,カルバゾクロムスルホン酸Ｎａ静注２５ｍｇフソー　０．５％５ｍＬ
620800802,3321401A3185,カルバゾクロムスルホン酸Ｎａ静注５０ｍｇ日医工　０．５％１０ｍＬ
620801101,3321401A3193,カルバゾクロムスルホン酸Ｎａ静注５０ｍｇフソー　０．５％１０ｍＬ
620801302,3321401A4246,カルバゾクロムスルホン酸Ｎａ静注１００ｍｇ日医工０．５％２０ｍＬ
620801602,3321401A4254,カルバゾクロムスルホン酸Ｎａ静注１００ｍｇトーワ０．５％２０ｍＬ
620801801,3321401A4262,カルバゾクロムスルホン酸Ｎａ静注１００ｍｇフソー０．５％２０ｍＬ
620802001,3321401A4270,カルバゾクロムスルホン酸Ｎａ静注１００ｍｇ日新　０．５％２０ｍＬ
620803312,3323701X3152,献血トロンビン経口・外用５千「化血研」　５，０００単位
620803408,3323701X4140,献血トロンビン経口・外用１万「化血研」　１０，０００単位
620803603,3323701X6011,献血トロンビン経口・外用５０００単位「ベネシス」　５，０００単位
620803604,3323701X6011,献血トロンビン経口・外用５０００単位「ＪＢ」　５，０００単位
620803703,3323701X7018,献血トロンビン経口・外用１万単位「ベネシス」　１０，０００単位
620803704,3323701X7018,献血トロンビン経口・外用１万単位「ＪＢ」　１０，０００単位
620805001,3326700X1033,アルト原末　５００ｍｇ
620805101,3326700X2030,アルト原末　１ｇ
620805601,3327002C1120,トラネキサム酸細粒５０％「ツルハラ」
620805701,3327002C1138,トラネキサム酸細粒５０％「ＴＣＫ」
620806101,3327002F1185,トラネキサム酸錠２５０ｍｇ「三恵」
620808102,3327002Q1070,トラネキサム酸シロップ５％「テバ」
620809101,3327401A1151,ヘムロン注２５０ｍｇ／５ｍＬ　５％
620809102,3327401A1160,トラネキサム酸注２５０ｍｇ／５ｍＬ「日新」　５％
620809801,3327401A4258,ヘムロン注１０００ｍｇ／１０ｍＬ　１０％
620809804,3327401A4266,トラネキサム酸注１ｇ「ＮＰ」　１０％１０ｍＬ
620809808,3327401A4274,トラネキサム酸注１０００ｍｇ／１０ｍＬ「日新」　１０％
620809902,3327401A4282,トラネキサム酸注射液１０００ｍｇ「テバ」　１０％１０ｍＬ
620810501,3329100H1031,オフタルムＫ配合錠
620811002,3329403A1015,プロタミン硫酸塩静注１００ｍｇ「モチダ」　１％
620811405,3331700X1092,クエン酸ナトリウム水和物原末「ニッコー」
620811502,3332001F1016,ワルファリンＫ錠１ｍｇ「Ｆ」
620811503,3332001F1016,ワルファリンＫ錠１ｍｇ「日新」
620811507,3332001F1016,ワルファリンＫ錠１ｍｇ「テバ」
620811510,3332001F1016,ワルファリンＫ錠１ｍｇ「トーワ」
620811511,3332001F1016,ワルファリンＫ錠１ｍｇ「ＮＰ」
620812201,3334400A3030,カプロシン皮下注２万単位／０．８ｍＬ　２０，０００単位
620812203,3334400A3049,ヘパリンＣａ皮下注２万単位／０．８ｍＬ「サワイ」　２万単位
620812504,3334401A3019,ヘパリンナトリウム注Ｎ５千単位／５ｍＬ「ＡＹ」　５，０００単位
620812701,3334403A2160,フラグミン静注５千単位／５ｍＬ　５千低分子ヘパリン国際単位
620813101,3334700M1063,ヘパリンＺ軟膏５００単位／ｇ
620813501,3339950N1043,ビーソフテンクリーム０．３％
620813601,3339950N1060,ヘパリン類似物質クリーム０．３％「アメル」
620813702,3339950N1019,ヘパリン類似物質クリーム０．３％「ＳＮ」
620813901,3339950N1051,ヘパリン類似物質クリーム０．３％「ＹＤ」
620814001,3339950Q1082,ビーソフテンローション０．３％
620814101,3339950Q1090,ヘパリン類似物質ローション０．３％「ＹＤ」
620814301,3399001C1078,チクロピジン塩酸塩細粒１０％「サワイ」
620814502,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「ＹＤ」
620814506,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「サワイ」
620814511,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「トーワ」
620814512,3399001F1414,チクロピジン塩酸塩錠１００ｍｇ「ＮＰ」
620814512,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「ＮＰ」
620814521,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「日医工」
620814523,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「ＫＮ」
620814528,3399001F1015,ピエテネール錠１００ｍｇ
620814531,3399001F1015,マイトジン錠１００ｍｇ
620814533,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「ＴＣＫ」
620814534,3399001F1015,ジルペンダー錠１００ｍｇ
620814543,3399001F1015,チクロピジン塩酸塩錠１００ｍｇ「杏林」
620814601,3399001F1384,パナルジン錠１００ｍｇ
620815601,3399004M1352,イコサペント酸エチルカプセル３００ｍｇ「日医工」
620815903,3399004M1344,イコサペント酸エチルカプセル３００ｍｇ「ＪＧ」
620816201,3399004M1395,イコサペント酸エチルカプセル３００ｍｇ「フソー」
620816501,3399004M1336,イコサペント酸エチルカプセル３００ｍｇ「サワイ」
620816805,3399004M1379,イコサペント酸エチルカプセル３００ｍｇ「ＣＨ」
620817001,3399004M1409,イコサペント酸エチルカプセル３００ｍｇ「トーワ」
620817103,3399004M1417,イコサペント酸エチルカプセル３００ｍｇ「ＴＢＰ」
620817504,3399004M1387,イコサペント酸エチルカプセル３００ｍｇ「Ｈｐ」
620817702,3399004M1360,イコサペント酸エチルカプセル３００ｍｇ「ＹＤ」
620818701,3399400X1035,サム点滴静注セット　３６．３％５０ｍＬ（希釈液・補正液付）
620818901,3399402D1038,ロイコプロール点滴静注用４００万単位
620819001,3399402D2034,ロイコプロール点滴静注用８００万単位
620820901,3410507A1031,キンダリー透析剤ＡＦ１号　９Ｌ（炭酸水素ナトリウム液付）
620821001,3410508A1036,キンダリー透析剤ＡＦ１Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620822001,3410520A1037,キンダリー透析剤ＡＦ２号　９Ｌ（炭酸水素ナトリウム液付）
620822101,3410520A2033,キンダリー透析剤ＡＦ２Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620822301,3410520A5032,キンダリー透析剤ＡＦ２号　６Ｌ（炭酸水素ナトリウム液付）
620822901,3410523A1030,キンダリー透析剤ＡＦ３号　９Ｌ（炭酸水素ナトリウム液付）
620823001,3410523A2037,キンダリー透析剤ＡＦ３Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620823201,3410523A4030,キンダリー透析剤ＡＦ３号　６Ｌ（炭酸水素ナトリウム液付）
620829801,3420412A1049,ミッドペリック１３５腹膜透析液　１．５Ｌ
620829901,3420412A2045,ミッドペリック１３５腹膜透析液　２Ｌ
620830101,3420412A4048,ミッドペリック１３５腹膜透析液　１Ｌ
620830201,3420412A5044,ミッドペリック１３５腹膜透析液　１Ｌ（排液用バッグ付）
620830301,3420412A6040,ミッドペリック１３５腹膜透析液　１．５Ｌ（排液用バッグ付）
620830401,3420412A7047,ミッドペリック１３５腹膜透析液　２Ｌ（排液用バッグ付）
620830801,3420413A1043,ミッドペリック２５０腹膜透析液　１．５Ｌ
620830901,3420413A2040,ミッドペリック２５０腹膜透析液　２Ｌ
620831101,3420413A4042,ミッドペリック２５０腹膜透析液　１Ｌ
620831201,3420413A5049,ミッドペリック２５０腹膜透析液　１Ｌ（排液用バッグ付）
620831301,3420413A6045,ミッドペリック２５０腹膜透析液　１．５Ｌ（排液用バッグ付）
620831401,3420413A7041,ミッドペリック２５０腹膜透析液　２Ｌ（排液用バッグ付）
